0.814864	0.943699	1.31759	2.11299	2.15732	2.39049	3.51141	3.71248	5.26019	8.85131
0.887957	0.63897	1.25761	2.42642	2.7604	2.82909	3.63066	3.68072	5.07106	8.47903
0.907119	1.01589	1.62291	2.44717	3.17988	2.45369	3.65786	4.58106	5.10701	8.04226
0.104131	1.00717	1.98709	2.31009	2.26518	3.3128	3.8983	3.84372	5.06688	9.24502
2.68255e-05	0.970875	1.44191	2.25737	2.01916	3.3898	2.977	4.30188	4.89665	8.20242
2.9238e-05	0.855477	1.76396	2.91902	2.57505	2.73923	3.30751	3.64366	4.81551	7.51181
0.0640028	1.02327	1.30205	2.18253	1.95922	2.86446	3.80314	4.84499	5.01109	8.32798
0.00937484	0.955792	1.60422	1.41359	3.07904	3.45769	3.89416	3.45304	5.19198	7.40146
0.467385	0.75665	0.923378	1.76122	2.61414	2.57776	3.65727	4.52647	4.46301	7.91129
0.204255	1.24691	1.66839	1.93421	2.92305	3.2014	3.68044	5.08461	4.62836	7.32481
0.198491	0.638938	1.29114	1.6598	2.4772	2.36094	4.03329	3.94011	4.4116	8.79408
0.226756	0.761797	1.53843	1.19967	2.38351	2.76057	3.29164	4.43631	4.3777	8.14645
0.0468464	0.761486	1.2441	2.03694	2.67054	2.57181	3.37378	4.08487	5.33549	7.91237
0.0838832	0.450602	1.22492	2.83771	2.71403	2.76559	3.20556	4.48411	5.39603	8.58602
0.362198	0.811995	0.712008	2.20791	2.12965	2.94201	4.04895	4.27841	5.27569	6.9473
0.0142499	1.27214	1.32624	2.73818	2.2719	2.80022	3.65341	3.76544	5.20938	8.1887
0.617453	1.6142	1.18224	2.04948	2.34141	3.1889	3.27142	4.25009	4.87283	7.29667
0.0375964	1.10746	1.62876	1.56399	3.40624	2.60278	3.94274	4.07013	5.2345	7.9882
0.133454	1.12923	1.26465	1.14392	2.07654	3.35429	4.49417	3.77719	4.8054	8.52345
0.542852	0.955683	1.34415	1.53829	2.41555	3.46492	3.34388	4.42571	4.81832	6.63461
0.0692311	0.649741	0.941644	2.14452	3.19906	3.12564	3.11704	3.84758	4.30516	8.67666
0.127414	1.07917	1.3397	2.14576	2.67952	3.25396	3.6038	4.30922	4.83008	8.69348
0.837524	0.990926	1.62201	2.72796	2.74237	2.90113	3.24179	4.26766	4.69108	7.78412
0.170563	0.669536	0.744403	2.0909	2.29481	2.69332	3.89289	4.03332	4.08111	7.4915
0.0522927	1.51319	1.25515	2.00437	2.06417	2.69958	3.92059	4.2852	4.15893	7.93681
0.483069	1.2007	1.15451	2.55252	1.74385	2.87699	3.85845	4.03229	5.04145	8.36331
0.228736	0.47522	1.30737	1.88797	2.10083	3.01354	3.60015	4.3671	5.12671	8.04084
0.0580138	0.944131	1.50249	1.59873	2.54615	3.30493	2.93612	3.69595	3.73699	7.91106
0.991217	0.491052	1.51244	1.69393	2.38566	2.44233	4.10656	4.14424	4.49206	7.99847
0.748381	1.14399	1.43644	2.36992	3.15612	2.59687	3.4149	3.87106	5.63708	8.84096
0.380472	0.844246	1.5454	2.22113	2.36423	3.05299	3.82978	4.2854	4.82469	8.2147
0.209052	1.03729	1.76166	2.15	2.15586	2.68899	3.70045	4.21715	4.24798	8.00847
0.000721594	0.637024	1.20627	1.73735	2.19825	3.1282	3.31767	4.30968	4.89139	8.85015
0.252321	1.12484	1.36198	1.64883	2.26738	2.39501	3.80869	4.66069	4.96791	8.05356
0.159962	0.721342	1.34612	1.81413	2.38505	2.46203	3.87558	4.15761	5.09328	8.90403
0.677935	1.12147	1.16025	1.99535	2.78101	3.78644	3.27374	4.02618	4.19738	8.22674
0.808826	1.04915	1.23416	1.46976	3.29256	3.04743	2.43361	4.06253	4.2037	8.28916
0.376055	1.08081	1.287	2.10356	3.12695	3.59268	3.30508	3.69512	4.69403	8.06333
0.0512742	1.29932	1.38121	2.06472	2.14158	2.78964	3.79127	4.0969	4.73074	9.01591
0.905863	0.284299	1.07933	1.41774	2.0693	3.66283	3.31451	4.09833	5.14641	8.57477
0.00125722	0.500568	1.62294	1.39309	2.17481	2.84474	3.96534	4.2419	4.62122	7.2051
0.556859	0.792783	2.13462	1.37748	2.80741	2.62407	3.66239	4.35892	4.33376	8.67303
0.740916	0.637036	1.30361	1.92565	2.45776	2.83024	3.93978	4.12907	4.80225	7.90403
0.110478	0.94206	1.61151	1.59695	2.86074	2.82491	3.44071	3.67768	4.7111	8.19523
0.0068363	1.60946	1.42669	1.88871	2.90262	3.38256	4.1592	4.52962	4.62316	7.24665
0.0706168	1.10962	1.45641	2.542	2.36872	2.42999	3.10353	3.77204	4.92249	7.56062
0.00346839	1.14804	1.17688	1.95079	2.55591	2.71089	3.59241	3.96051	5.56041	8.77521
0.558898	1.25017	1.50884	2.08429	2.24489	2.72117	3.3123	4.02259	4.6048	8.29522
0.19933	1.14371	1.11629	1.98582	2.26176	2.42955	3.6847	3.68255	5.26195	7.80693
0.00422834	1.29231	1.01621	2.46859	2.33405	2.28518	3.15581	3.96325	4.72435	8.01068
0.955033	1.08785	1.52494	1.45177	2.82786	2.75307	3.7618	3.99966	4.49299	7.16093
0.159191	0.538659	1.29057	1.79854	2.0093	2.62679	4.06651	3.91041	4.61841	8.28689
0.973073	0.860743	1.43849	2.33471	2.34608	2.96488	3.28884	3.58166	5.13021	8.13491
0.381083	0.441652	1.17231	1.67878	2.70756	4.19676	3.94203	3.91378	4.95029	7.58753
0.563823	0.454218	1.23013	1.34051	2.95821	3.19267	3.89365	4.45027	4.37849	7.36505
0.880057	0.434897	0.810907	1.51633	2.03889	2.47362	3.18734	4.50254	4.42089	7.49618
0.619369	0.21948	1.19571	2.09382	1.87385	3.1349	4.72241	4.01047	4.9272	8.94155
0.715731	1.03624	0.565397	1.54019	3.53897	2.93295	4.02451	4.74172	4.71505	8.02443
0.213428	0.526592	1.76075	1.90706	2.86866	3.02625	3.90255	4.67184	4.44511	7.17355
0.950989	0.790905	1.23676	1.50559	2.13841	2.47797	3.71337	4.67807	4.97241	8.24425
0.286054	0.82204	1.25213	2.70606	3.02967	3.19633	3.21944	4.27433	5.37537	7.70688
0.940233	1.01327	1.6103	1.74012	2.82497	2.90558	3.63698	3.92215	4.75724	8.15453
0.356254	0.67662	1.26499	2.12099	2.40007	2.67057	4.21547	4.49865	4.87406	8.70286
0.00709354	0.744954	0.936259	2.21173	2.27594	3.23334	3.73509	4.20874	5.46325	8.18312
0.950534	0.990804	1.82101	1.5485	1.95256	3.16387	4.02471	4.2311	4.59629	8.71588
0.681635	0.600397	1.00934	1.8296	2.38054	3.62605	4.10244	4.09089	4.98788	8.56335
0.780259	1.24677	1.0027	1.77811	2.02614	2.78432	3.8643	4.63523	5.9133	8.37959
0.109911	0.975696	1.33918	1.37286	2.57056	2.52402	4.02155	4.33498	4.45913	7.12155
0.127216	0.408409	0.563757	1.62428	2.23157	3.02715	3.56425	4.5621	5.48427	8.90959
0.174961	1.02313	1.14449	1.89561	1.85687	3.17942	4.1516	3.24889	4.62122	7.84365
0.690598	1.21867	1.11189	2.07966	2.90658	2.64066	3.72966	4.25401	4.25802	8.14492
0.327187	0.697209	1.58231	1.62779	2.87757	3.05468	2.96614	3.82699	5.23699	8.38522
0.329998	0.427524	1.35889	1.55461	2.20683	2.83906	3.45928	4.44645	4.9457	8.43994
0.218847	1.26555	1.0668	1.33318	1.66743	2.98152	4.30286	3.74702	4.36487	8.24278
0.180422	1.21719	1.86086	1.85475	3.09702	3.32802	4.12451	4.43253	5.01217	8.74871
0.53629	0.562463	1.11518	2.21293	2.52314	2.91229	3.45874	4.75649	4.55606	7.44789
0.538024	0.555453	0.930844	2.42599	2.55353	3.57239	4.1594	4.54688	4.23153	8.07465
0.753003	0.507768	1.3675	2.22079	2.14784	2.29082	2.71413	3.60169	4.64025	7.68097
0.0576908	0.738951	1.13117	2.04966	2.4348	3.15045	4.04069	4.65879	4.2794	7.72901
0.0157178	1.66167	1.22133	1.68679	2.94716	3.39256	4.03874	3.55392	4.73098	8.02569
0.015113	1.0283	1.74807	1.68656	2.60868	3.05373	3.33159	4.68522	4.62708	8.08522
0.0124465	0.813866	0.898891	1.87017	2.84458	3.23903	3.65696	4.47127	4.49998	8.59376
0.433884	1.1642	1.20658	1.78997	3.51089	3.61341	3.78067	4.5582	5.55783	7.78857
0.138369	1.24774	1.76229	2.80546	2.55252	2.93217	3.60476	4.68269	4.9141	8.08106
0.00670963	0.623103	1.00363	2.16157	2.75249	3.67644	3.59386	4.38338	4.18556	8.88047
0.0056466	1.15503	1.20199	2.30624	2.3424	3.24943	3.72841	4.27297	5.30187	6.825
0.441215	1.15853	1.03903	2.0178	2.29451	2.81702	3.32653	4.28343	4.20833	8.18457
0.72199	0.787636	1.84754	2.07606	2.07212	2.89444	2.87126	4.14402	5.39009	8.45949
0.00755067	1.26801	1.42284	2.05023	2.74891	3.42962	3.43454	3.28231	4.25279	9.10465
0.00177784	1.13534	1.89187	1.85568	2.39338	3.67985	3.87006	3.70475	4.95939	7.82577
0.763935	0.595441	1.52501	1.94779	2.97689	4.19822	3.72739	3.94515	4.20055	6.97401
0.419854	0.645361	0.975277	1.5955	2.31042	3.09664	3.53085	4.02622	4.78392	7.74822
0.170954	0.794406	0.986913	2.18313	2.52262	2.63385	3.41014	3.88763	5.17132	8.10675
0.753709	1.07324	1.22153	1.97246	2.25784	3.7132	3.61617	3.50077	5.48367	9.13414
0.0434728	1.09293	2.00625	1.86996	2.78065	2.87511	3.30869	4.55689	4.40105	8.86666
0.274937	1.00447	1.78124	1.89913	2.3086	3.33937	3.33408	3.3684	5.87992	8.35776
0.930856	0.640558	1.24369	2.10596	1.55646	3.35162	3.02945	4.41571	4.45257	8.58161
0.216143	0.624569	1.13861	2.5762	2.57474	3.99522	3.07374	3.54506	4.48999	7.67482
0.00355305	0.756776	1.35468	1.82813	2.34439	2.93606	3.01987	4.0871	5.55166	8.14507
0.356249	0.638534	1.95193	2.25328	2.67098	3.51356	4.11376	4.69161	5.56251	8.43745
0.0756993	1.73582	1.66779	1.72649	2.01602	3.5021	3.5215	4.19694	4.61103	7.20987
0.29444	0.568897	1.84659	2.07106	3.01046	2.77535	3.47875	4.53497	4.45415	7.90411
0.283914	1.11327	1.62811	2.10547	2.07011	3.61535	3.90097	4.77429	4.23827	7.63059
0.596246	0.77004	1.17333	1.93806	2.28196	3.16424	3.77106	4.4176	4.54082	8.17236
0.0530302	0.642285	0.687585	1.59283	1.8335	3.009	3.72461	3.93791	4.27614	8.73278
0.0137025	0.752395	1.5149	2.61535	2.55598	2.66185	3.82915	4.76092	4.05121	8.79193
0.66995	0.8694	1.21902	1.70518	2.22433	3.43067	3.26573	4.19081	5.0226	7.79995
0.356762	0.959831	1.10006	2.04802	2.33824	2.90104	4.14779	3.75704	4.56338	7.75338
0.181916	0.888507	1.54894	1.5104	2.18554	2.88383	3.87325	5.06302	4.80446	8.06833
0.989157	0.976374	0.699521	1.79523	2.55397	2.54676	4.40587	3.89015	4.63754	8.92346
0.942839	1.13115	1.80282	1.97097	1.60897	3.65683	3.91704	3.74079	4.58801	7.77077
0.00530931	1.07604	1.99747	1.70913	2.55708	2.8234	3.078	4.31657	4.97792	8.54475
0.0073304	0.767064	1.56496	2.05547	1.7973	2.86314	3.20559	4.40726	5.4882	8.73209
0.0271268	0.308442	1.6159	1.67532	3.2212	3.14775	3.65299	4.36319	4.53085	7.87914
0.0188706	1.48603	1.72065	1.99926	2.07281	2.13828	3.47357	4.32126	4.99118	7.94919
0.271764	0.995525	1.11284	1.84689	2.66954	2.61123	3.94515	3.03425	5.36816	7.24003
0.962452	0.809345	0.803924	2.15253	2.26062	3.02858	4.53179	3.98285	5.06112	8.12938
0.211417	1.56442	0.946671	1.33287	1.97865	3.17833	3.63151	3.17542	4.97855	8.37999
0.282597	0.898369	1.56599	1.40189	2.62089	2.36984	2.94819	4.4804	4.61709	8.10116
0.0894741	0.566822	1.27309	2.54412	1.82785	3.34325	3.60672	4.37449	4.15028	7.53068
0.174659	0.641166	1.26101	2.07126	2.284	2.50231	3.25253	3.87776	3.95901	7.71054
0.0167953	0.874647	1.68047	2.2324	2.34591	2.85194	3.8123	3.25008	5.68228	7.13365
0.919767	0.799055	1.15536	1.82875	2.58906	2.55993	4.04679	4.49304	4.80405	7.54086
0.645966	0.968611	1.39291	1.42215	2.46815	3.19024	3.63942	4.45015	4.81003	8.30786
0.728952	1.19002	1.2362	2.0583	2.18458	2.72177	3.42154	3.41713	5.39617	8.14513
0.552928	1.36019	2.55981	1.883	3.06366	2.95549	3.66565	3.91981	4.49243	7.69337
0.18406	1.48146	1.35371	2.32297	2.50792	3.16337	4.06374	4.32704	4.68689	8.8994
0.262721	0.815492	0.997065	2.01221	3.07195	2.99752	3.6894	4.25079	4.44157	7.47672
0.168729	1.14174	1.64446	2.11528	2.24327	3.27403	3.49499	3.88688	4.31775	7.84773
0.366738	1.01048	0.677359	2.3905	2.85847	2.97621	4.18542	4.78533	4.99944	8.25147
0.107363	1.59985	1.12468	1.70676	2.40454	3.66515	3.3814	3.28869	4.32501	8.21722
0.160479	0.370171	1.19978	1.79359	2.75615	2.56474	3.38876	3.69407	4.46904	7.98141
0.126129	0.965958	1.21611	1.95601	1.85869	3.42552	3.57772	4.25027	4.90756	7.9358
0.615939	0.560263	1.29719	2.47626	2.36665	3.25749	4.2004	4.36917	4.44649	7.92848
0.00203605	1.00053	1.38978	1.55092	2.69703	3.16894	4.15585	3.77783	5.11347	7.2201
0.680572	0.459088	1.47316	1.51117	2.51737	2.46668	3.33027	3.83282	4.61733	8.17808
0.182538	0.8842	1.37145	2.29163	2.31027	3.88377	4.08426	4.81932	4.30559	7.98991
0.0167341	0.617942	1.56114	1.75028	2.07195	3.5317	3.8279	3.81013	5.12054	8.00132
0.158536	0.55555	1.42415	1.64494	2.30578	2.67362	3.02277	3.52682	5.30298	7.84304
0.00568478	1.179	1.01438	1.69655	2.45805	2.4587	3.76859	4.1978	4.28118	8.03345
0.0958986	1.1654	0.820408	1.92674	2.39531	3.45287	4.12541	4.83716	3.91749	8.20223
0.769421	1.04675	1.55322	1.50978	2.70022	3.47483	3.94578	4.25576	5.05729	7.66018
0.392108	0.517727	1.49472	1.77436	2.01351	3.11425	3.4591	4.11883	4.64415	7.45467
0.253003	0.703579	1.46581	2.02533	2.68345	2.85933	3.99427	3.94278	4.58626	7.21516
0.628164	1.15255	1.32815	2.02251	2.36749	3.90655	3.83432	4.00744	4.52591	8.23119
0.369105	0.220717	1.33556	2.31187	1.46915	3.3046	3.23841	4.79479	3.52362	7.4927
0.639214	0.903648	1.94361	1.871	2.36548	3.66148	3.20784	3.70469	4.59522	8.105
0.427346	1.02482	1.14455	1.97878	1.99957	2.74723	3.44622	3.14172	4.71316	7.96083
0.217073	1.49622	0.878242	2.00866	2.07507	3.05723	3.16597	4.18517	4.91123	7.42028
0.0768219	1.69722	1.27306	2.31144	2.40125	3.64571	3.07899	4.47845	3.43302	7.65071
0.208567	1.21088	1.88795	1.69061	2.03073	3.36903	3.49159	3.55009	5.16796	7.77354
0.00793105	1.247	1.05824	2.479	2.77726	3.43688	3.40142	4.10291	4.49137	7.76683
0.775073	0.563689	1.41998	1.88171	2.17508	3.08971	3.25355	3.63972	4.36066	7.9561
0.0277654	1.30675	1.37092	1.86662	2.45974	3.79096	2.82794	4.50765	5.11395	9.54554
0.636091	0.732704	1.31023	2.12681	1.96129	2.5497	3.36054	3.94059	5.37341	9.00309
0.768041	0.877502	1.58164	2.13131	2.60542	2.99635	3.7594	4.94981	4.91972	8.4949
0.659686	0.838823	1.96517	1.16468	2.33978	3.46005	3.60683	4.16238	4.96953	8.22232
0.454418	0.445653	1.7156	2.33612	2.56156	3.27722	2.98224	4.31245	5.00822	7.5431
0.355109	0.989826	0.7832	2.00265	2.01706	3.1618	3.55017	3.60451	5.19148	8.49087
0.00122038	1.05882	1.27928	1.81975	1.8338	3.74992	3.85627	3.27109	4.59968	8.72789
0.543608	1.01258	1.34834	2.18553	1.76532	2.91036	3.76173	3.79834	5.17873	8.02278
0.392007	0.871229	1.49942	2.01793	2.42342	3.26451	3.39295	3.8585	5.70554	8.98779
0.00468939	1.01183	1.46157	2.09781	2.53595	3.20886	3.56547	4.15163	5.10867	7.28591
0.269784	0.991523	1.21938	1.6151	1.59759	3.07449	3.71879	4.03528	4.95268	7.97364
0.307716	0.508597	1.07125	1.7498	2.37838	3.23992	3.22559	4.5339	5.29443	7.90205
0.485719	0.861565	1.36467	1.46206	2.53371	3.56139	3.73026	4.4957	4.6886	8.60617
0.00257875	0.472507	1.4494	2.01747	2.76186	3.42075	2.80925	4.50169	4.34231	8.04197
0.416177	1.04499	1.81132	1.85823	2.17055	2.88375	3.45824	4.72722	4.89039	8.5064
0.950719	1.19167	1.6211	1.7274	2.95059	2.49106	2.86144	4.06246	4.90615	8.25454
0.485336	0.983641	1.31553	1.922	2.54075	3.20753	3.44956	4.24767	4.72813	8.31435
0.340596	0.987108	0.783255	1.7185	2.9328	2.36188	3.71831	5.18572	4.50654	7.76677
8.53203e-05	0.268487	1.83284	1.78569	1.94568	3.36364	3.24012	3.70891	4.59333	8.16897
0.233313	0.784888	1.90467	1.55697	1.92909	2.98937	4.10426	4.45808	4.17641	8.56039
0.316666	0.215713	1.27402	1.69872	2.30604	2.49322	4.10483	4.76394	4.24962	8.02095
